major,gpa,skills,internships,projects,leadership,career
Computer Science,3.04,"Design,Leadership,Communication",4,3,3,Product Manager
Psychology,3.64,"Data Analysis,Communication,Leadership,Statistics",3,0,0,Product Manager
Biology,2.09,"Leadership,Communication",2,0,0,Product Manager
Biology,3.18,"Statistics,Java,Python,Design",0,6,0,Software Engineer
Mathematics,3.3,"Design,Project Management,Statistics,Java",3,4,0,Software Engineer
Computer Science,3.26,"Communication,Design",3,4,3,UX Researcher
Business,2.54,"Leadership,Java,Python,Design,Project Management",2,6,2,Software Engineer
Psychology,2.18,"Statistics,Leadership",1,6,1,Data Scientist
Psychology,2.77,"Java,Design,Project Management,Data Analysis,Communication",1,4,1,Software Engineer
Biology,3.21,"Project Management,Leadership,Python,Statistics,Design",2,6,0,Product Manager
Computer Science,2.22,"Leadership,Python,Communication,Data Analysis,Java",1,2,0,ML Engineer
Mathematics,3.65,"Design,Leadership,Communication",3,1,0,Product Manager
Business,2.28,"Java,Communication",4,2,3,Software Engineer
Mathematics,3.2,"Python,Project Management,Leadership,Communication,Java",0,0,3,Software Engineer
Business,4.0,"Communication,Statistics,Project Management,Python",3,0,2,Software Engineer
Mathematics,3.53,"Data Analysis,Java,Communication,Python",2,2,2,Data Scientist
Engineering,3.98,"Design,Java,Communication,Project Management,Data Analysis",4,5,1,Software Engineer
Mathematics,2.0,"Communication,Statistics,Design,Leadership",3,4,0,Product Manager
Engineering,2.69,"Communication,Java",1,4,3,Software Engineer
Engineering,2.4,"Statistics,Communication,Python,Data Analysis",4,2,2,ML Engineer
Computer Science,2.19,"Statistics,Leadership",3,0,1,Data Scientist
Biology,2.91,"Project Management,Data Analysis,Communication,Java,Python",3,3,0,ML Engineer
Engineering,3.82,"Communication,Project Management,Statistics",3,0,1,Data Scientist
Psychology,2.21,"Statistics,Project Management",4,0,1,Data Scientist
Computer Science,3.9,"Java,Communication",0,6,1,Software Engineer
Mathematics,3.91,"Python,Java,Project Management,Communication",4,3,2,Software Engineer
Mathematics,2.38,"Python,Communication",0,2,1,Software Engineer
Business,3.77,"Data Analysis,Project Management,Design,Statistics,Java",1,1,0,Data Scientist
Engineering,3.66,"Leadership,Python,Data Analysis",2,4,1,UX Researcher
Biology,2.98,"Statistics,Java",3,0,3,Software Engineer
Psychology,3.8,"Data Analysis,Communication,Java",1,0,0,ML Engineer
Biology,2.55,"Java,Data Analysis",1,7,3,Software Engineer
Biology,3.76,"Leadership,Communication",3,4,3,Product Manager
Engineering,3.35,"Project Management,Leadership,Design",2,3,1,ML Engineer
Psychology,2.07,"Data Analysis,Leadership,Statistics",3,7,2,Data Scientist
Engineering,3.1,"Project Management,Leadership,Design,Data Analysis",0,2,1,Data Scientist
Biology,2.17,"Python,Communication,Data Analysis,Java,Leadership",1,4,1,Data Scientist
Biology,2.61,"Communication,Data Analysis,Project Management,Leadership",3,1,2,Product Manager
Biology,2.95,"Design,Project Management,Communication,Python,Statistics",1,2,0,Software Engineer
Psychology,3.63,"Project Management,Communication,Data Analysis",4,2,1,Product Manager
Mathematics,2.87,"Design,Python,Leadership",4,6,2,Software Engineer
Business,2.06,"Design,Python",1,2,3,Product Manager
Biology,2.23,"Java,Statistics,Data Analysis,Leadership,Project Management",3,6,3,Software Engineer
Biology,3.0,"Python,Communication,Java",3,0,2,Software Engineer
Business,2.78,"Python,Design,Java,Communication",4,3,0,Software Engineer
Computer Science,3.0,"Project Management,Java,Leadership,Python",2,3,1,Software Engineer
Psychology,3.73,"Design,Leadership,Communication,Python,Data Analysis",4,1,2,Data Scientist
Computer Science,2.17,"Communication,Design,Data Analysis,Python",4,4,3,ML Engineer
Computer Science,2.41,"Communication,Project Management,Statistics,Java",2,4,3,Software Engineer
Business,3.29,"Project Management,Communication,Python",1,4,3,Software Engineer
Psychology,2.39,"Java,Statistics,Python,Design,Project Management",0,3,1,Product Manager
Engineering,3.5,"Data Analysis,Statistics,Java,Python",3,0,0,ML Engineer
Engineering,2.36,"Project Management,Data Analysis,Design,Java,Python",4,5,1,Data Scientist
Engineering,3.41,"Project Management,Design,Statistics",2,9,2,UX Researcher
Biology,3.69,"Project Management,Python,Data Analysis,Java",1,5,3,Data Scientist
Business,3.37,"Statistics,Communication,Leadership,Design",0,2,3,Product Manager
Business,2.93,"Design,Data Analysis,Project Management",3,6,0,UX Researcher
Engineering,3.79,"Project Management,Python",3,3,1,Software Engineer
Computer Science,2.68,"Statistics,Data Analysis,Leadership,Python",3,6,3,ML Engineer
Engineering,3.08,"Data Analysis,Communication,Python,Design",4,5,3,ML Engineer
Biology,3.65,"Data Analysis,Design",1,6,2,UX Researcher
Engineering,2.48,"Design,Python,Data Analysis,Communication,Statistics",2,4,3,Data Scientist
Business,3.88,"Leadership,Project Management,Data Analysis,Java",3,9,2,Product Manager
Psychology,3.85,"Leadership,Statistics,Communication",3,1,3,Product Manager
Biology,3.19,"Leadership,Java",0,0,1,Software Engineer
Psychology,3.8,"Java,Project Management,Python",3,7,2,Software Engineer
Business,2.77,"Statistics,Design,Python",4,5,0,Software Engineer
Mathematics,3.12,"Communication,Python,Project Management",2,2,0,Software Engineer
Psychology,3.13,"Project Management,Python,Data Analysis,Java,Design",3,6,2,Consultant
Biology,3.49,"Project Management,Communication",0,1,0,Product Manager
Mathematics,3.51,"Design,Project Management,Data Analysis,Java,Leadership",3,1,3,Software Engineer
Business,3.43,"Project Management,Python,Data Analysis,Statistics,Leadership",3,4,1,ML Engineer
Computer Science,2.04,"Leadership,Project Management,Communication",3,4,0,Product Manager
Mathematics,3.6,"Project Management,Data Analysis,Leadership,Statistics",0,6,0,Data Scientist
Biology,3.37,"Data Analysis,Java,Statistics,Design",3,9,2,Software Engineer
Engineering,2.99,"Python,Project Management,Java,Communication,Leadership",4,4,0,Software Engineer
Psychology,2.83,"Java,Project Management,Leadership",3,6,2,Software Engineer
Mathematics,3.96,"Project Management,Leadership,Communication",0,9,0,Product Manager
Mathematics,2.8,"Design,Project Management",1,8,1,UX Researcher
Biology,3.09,"Communication,Leadership,Project Management,Statistics",3,9,2,Product Manager
Biology,3.93,"Design,Communication,Python,Project Management,Java",1,4,2,Software Engineer
Mathematics,2.13,"Statistics,Leadership",0,7,1,Data Scientist
Computer Science,3.2,"Python,Statistics,Data Analysis,Communication",1,4,2,ML Engineer
Computer Science,2.8,"Data Analysis,Project Management",4,6,1,UX Researcher
Business,2.83,"Design,Data Analysis,Statistics,Java",3,2,3,Software Engineer
Computer Science,3.44,"Leadership,Data Analysis,Statistics,Python",0,5,3,Data Scientist
Biology,3.09,"Data Analysis,Statistics",1,0,2,Software Engineer
Computer Science,3.62,"Leadership,Java,Statistics,Data Analysis,Design",3,6,0,Software Engineer
Mathematics,2.49,"Java,Leadership",1,1,1,Software Engineer
Mathematics,2.11,"Python,Project Management,Java,Communication",2,5,0,ML Engineer
Computer Science,3.85,"Python,Project Management,Java",1,2,0,Software Engineer
Business,2.93,"Java,Design,Communication,Data Analysis",2,9,0,Software Engineer
Mathematics,3.42,"Design,Data Analysis",3,7,2,UX Researcher
Engineering,2.71,"Leadership,Design,Communication",3,6,0,ML Engineer
Psychology,2.12,"Python,Design,Communication",3,9,0,Software Engineer
Mathematics,2.8,"Communication,Design,Data Analysis",3,3,2,UX Researcher
Mathematics,3.6,"Design,Project Management,Communication",2,1,3,Product Manager
Business,2.31,"Python,Java",0,9,3,UX Researcher
Mathematics,2.42,"Data Analysis,Communication",3,9,3,Consultant
Computer Science,2.94,"Data Analysis,Leadership",0,3,1,Data Scientist
Biology,3.69,"Design,Project Management,Data Analysis,Java",3,2,3,Software Engineer
Psychology,3.48,"Java,Communication",3,3,1,Product Manager
Biology,2.96,"Design,Python,Communication",2,7,1,Software Engineer
Business,2.46,"Communication,Python,Leadership,Design",3,7,3,Software Engineer
Psychology,3.39,"Design,Leadership,Python",1,4,3,Software Engineer
Business,2.27,"Project Management,Communication,Design",3,0,1,UX Researcher
Psychology,3.33,"Leadership,Data Analysis,Design,Communication",4,2,1,Product Manager
Biology,3.47,"Python,Data Analysis,Java,Statistics,Leadership",2,4,3,Data Scientist
Computer Science,2.86,"Java,Design,Leadership",0,3,3,Software Engineer
Engineering,2.11,"Communication,Data Analysis",3,4,1,UX Researcher
Computer Science,3.05,"Python,Java,Leadership,Project Management,Communication",4,9,3,Software Engineer
Psychology,2.83,"Java,Leadership",2,9,1,Product Manager
Business,2.61,"Project Management,Communication,Statistics,Design,Python",1,0,2,Software Engineer
Engineering,3.98,"Project Management,Python",3,6,1,Software Engineer
Psychology,3.77,"Statistics,Design,Leadership",3,5,0,UX Researcher
Biology,2.66,"Data Analysis,Leadership",3,0,0,Software Engineer
Biology,3.01,"Java,Leadership,Python",3,0,1,Consultant
Biology,2.41,"Python,Communication,Project Management,Statistics,Java",1,6,3,Software Engineer
Psychology,2.85,"Python,Design,Data Analysis",1,3,2,ML Engineer
Psychology,2.05,"Python,Data Analysis,Communication,Design",4,5,3,Data Scientist
Psychology,3.93,"Java,Statistics,Python,Leadership",0,5,2,Software Engineer
Engineering,2.84,"Java,Project Management",4,4,2,UX Researcher
Business,3.8,"Java,Communication",1,4,3,Software Engineer
Computer Science,2.42,"Communication,Statistics,Java,Python,Leadership",4,8,0,Software Engineer
Business,2.65,"Communication,Python,Data Analysis,Project Management,Leadership",1,6,1,ML Engineer
Business,2.48,"Design,Communication,Python",2,0,1,Software Engineer
Computer Science,3.3,"Statistics,Design,Leadership,Java,Python",1,2,2,Software Engineer
Engineering,2.59,"Java,Project Management,Python,Communication",0,8,0,Software Engineer
Psychology,3.67,"Data Analysis,Java,Project Management,Design",4,4,1,Software Engineer
Engineering,3.72,"Java,Communication,Statistics",4,5,3,Software Engineer
Business,2.65,"Project Management,Statistics,Java",2,4,1,Software Engineer
Engineering,2.58,"Communication,Leadership,Python,Java",4,3,3,Software Engineer
Engineering,2.32,"Statistics,Python,Communication",4,6,2,Software Engineer
Engineering,2.29,"Python,Project Management",2,9,3,Software Engineer
Mathematics,3.82,"Design,Statistics,Communication,Data Analysis",1,6,2,UX Researcher
Biology,2.36,"Leadership,Python,Design,Statistics",2,8,2,Software Engineer
Business,3.0,"Leadership,Communication,Statistics",2,1,2,Product Manager
Biology,2.09,"Project Management,Java,Data Analysis",4,4,0,Software Engineer
Biology,3.03,"Design,Leadership,Project Management,Data Analysis",4,2,3,UX Researcher
Engineering,3.96,"Java,Leadership",1,3,0,Software Engineer
Business,3.8,"Design,Leadership,Communication,Data Analysis,Java",2,7,2,Software Engineer
Mathematics,3.9,"Design,Communication,Project Management,Java",2,5,1,Software Engineer
Biology,3.05,"Python,Project Management,Design,Leadership,Statistics",3,8,3,Software Engineer
Psychology,2.96,"Project Management,Leadership,Communication,Python,Design",1,0,2,UX Researcher
Computer Science,3.75,"Python,Design,Communication,Project Management,Java",3,4,1,Software Engineer
Business,2.54,"Project Management,Python,Java,Design,Data Analysis",4,0,2,ML Engineer
Psychology,2.54,"Statistics,Leadership",1,8,1,Data Scientist
Engineering,2.85,"Java,Design",0,4,0,Product Manager
Engineering,2.61,"Leadership,Data Analysis,Python,Project Management,Java",2,5,0,Product Manager
Engineering,3.42,"Leadership,Project Management",4,7,2,Product Manager
Biology,3.2,"Communication,Statistics,Data Analysis,Design",3,8,3,UX Researcher
Engineering,2.21,"Statistics,Data Analysis,Communication,Python",0,1,3,Data Scientist
Biology,3.01,"Statistics,Data Analysis,Communication,Design,Java",0,1,0,Software Engineer
Computer Science,3.03,"Project Management,Python,Data Analysis,Java,Design",0,3,2,ML Engineer
Computer Science,3.95,"Design,Python,Java,Communication,Data Analysis",3,1,1,Data Scientist
Mathematics,2.83,"Statistics,Python",4,2,3,Software Engineer
Biology,2.83,"Java,Statistics",1,6,1,Software Engineer
Psychology,3.89,"Data Analysis,Python,Leadership",2,9,0,Data Scientist
Biology,2.11,"Design,Data Analysis,Leadership",0,3,0,UX Researcher
Engineering,2.6,"Leadership,Java,Project Management,Python,Communication",2,6,3,Data Scientist
Psychology,2.82,"Java,Statistics,Data Analysis",2,0,2,Software Engineer
Mathematics,3.66,"Data Analysis,Design",3,4,0,UX Researcher
Mathematics,3.61,"Project Management,Leadership",1,9,2,Data Scientist
Business,3.28,"Communication,Python,Design,Java,Statistics",3,5,0,Software Engineer
Biology,2.6,"Java,Communication,Python,Statistics,Leadership",4,1,0,Software Engineer
Engineering,2.42,"Project Management,Communication,Java",1,6,2,Consultant
Engineering,3.09,"Statistics,Data Analysis,Java",1,2,0,Software Engineer
Mathematics,3.42,"Design,Java",4,7,2,Software Engineer
Biology,3.54,"Project Management,Java,Communication",3,2,2,Product Manager
Computer Science,3.57,"Leadership,Project Management,Java,Python",2,6,1,Software Engineer
Engineering,3.51,"Statistics,Leadership,Project Management,Python",1,5,1,UX Researcher
Psychology,3.31,"Java,Statistics",0,6,1,Software Engineer
Engineering,2.61,"Python,Java,Project Management,Statistics,Leadership",0,7,1,Software Engineer
Business,3.21,"Java,Design",3,5,2,Software Engineer
Computer Science,2.88,"Java,Statistics",1,9,1,Software Engineer
Biology,3.76,"Project Management,Communication,Statistics,Java",3,6,3,Software Engineer
Mathematics,3.99,"Project Management,Java,Python",2,4,1,Software Engineer
Engineering,3.52,"Design,Java,Statistics,Leadership",3,4,3,Software Engineer
Engineering,3.04,"Communication,Design,Data Analysis,Java,Leadership",3,4,1,Software Engineer
Psychology,3.22,"Leadership,Design",3,1,1,UX Researcher
Psychology,3.9,"Java,Leadership,Communication,Data Analysis",0,5,2,Software Engineer
Biology,3.4,"Design,Java,Python,Communication,Project Management",0,4,2,Software Engineer
Engineering,3.53,"Design,Statistics",2,6,0,Data Scientist
Business,3.85,"Communication,Design",1,2,2,UX Researcher
Mathematics,2.54,"Statistics,Communication,Data Analysis",3,5,1,Data Scientist
Biology,2.9,"Project Management,Statistics",1,9,1,Data Scientist
Biology,2.75,"Design,Project Management,Leadership",4,6,3,Software Engineer
Business,3.64,"Design,Python,Java",1,6,1,Software Engineer
Engineering,3.84,"Python,Statistics",3,3,2,Software Engineer
Mathematics,3.52,"Data Analysis,Leadership,Project Management",0,9,2,Consultant
Biology,3.22,"Project Management,Python,Communication,Java,Leadership",1,9,3,Consultant
Engineering,3.27,"Statistics,Data Analysis,Design",1,7,1,UX Researcher
Business,2.96,"Design,Python,Statistics,Project Management,Data Analysis",2,7,3,Data Scientist
Psychology,2.43,"Python,Leadership",0,7,1,Data Scientist
Engineering,3.25,"Project Management,Design,Java",0,7,1,Software Engineer
Mathematics,2.13,"Design,Statistics,Java,Communication,Python",4,0,3,Software Engineer
Biology,3.86,"Data Analysis,Statistics,Python,Project Management,Leadership",2,2,2,Data Scientist
Mathematics,3.57,"Python,Data Analysis,Java,Leadership,Design",3,4,3,ML Engineer
Mathematics,3.58,"Java,Data Analysis",3,3,1,Software Engineer
Business,2.97,"Communication,Data Analysis,Leadership,Python,Design",0,4,0,Data Scientist
Biology,3.21,"Statistics,Leadership,Design,Data Analysis,Project Management",3,8,2,UX Researcher
Biology,2.25,"Data Analysis,Project Management,Leadership,Java,Communication",2,4,3,Software Engineer
Biology,2.36,"Project Management,Statistics",4,7,0,Data Scientist
Computer Science,2.05,"Python,Design,Communication,Leadership",2,7,1,Software Engineer
Business,3.32,"Python,Statistics,Communication,Data Analysis,Design",3,8,1,ML Engineer
Business,2.3,"Project Management,Leadership,Python,Design,Communication",3,8,0,Software Engineer
Psychology,3.12,"Java,Statistics,Project Management,Communication,Data Analysis",4,8,3,Software Engineer
Biology,2.99,"Communication,Python,Java,Data Analysis,Statistics",2,7,2,Data Scientist
Computer Science,2.97,"Python,Leadership",0,4,3,Software Engineer
Engineering,3.83,"Data Analysis,Java,Statistics,Leadership",1,8,1,Software Engineer
Engineering,2.3,"Communication,Project Management",1,2,1,Software Engineer
Computer Science,2.59,"Leadership,Python",3,3,1,Software Engineer
Mathematics,2.16,"Java,Leadership,Design,Python,Communication",4,4,2,Software Engineer
Engineering,3.52,"Data Analysis,Design",3,9,2,Consultant
Computer Science,2.83,"Python,Project Management,Communication,Java",4,8,3,Software Engineer
Engineering,3.62,"Design,Communication,Data Analysis",0,8,3,UX Researcher
Biology,2.62,"Data Analysis,Communication,Statistics,Java",1,0,3,Software Engineer
Psychology,2.13,"Communication,Design",1,8,3,UX Researcher
Engineering,3.32,"Data Analysis,Statistics,Design,Java",3,5,3,Product Manager
Psychology,2.76,"Java,Communication,Data Analysis,Python,Project Management",0,1,0,ML Engineer
Mathematics,2.87,"Communication,Leadership,Java,Design",4,5,2,Software Engineer
Mathematics,2.62,"Project Management,Python,Design",3,2,1,Software Engineer
Engineering,3.21,"Python,Communication,Statistics",4,6,1,Software Engineer
Engineering,2.9,"Java,Data Analysis,Leadership,Statistics,Python",1,5,1,ML Engineer
Engineering,3.29,"Communication,Project Management,Java,Data Analysis",0,0,2,Software Engineer
Computer Science,3.49,"Project Management,Statistics,Leadership,Data Analysis,Python",3,9,3,Data Scientist
Business,2.47,"Leadership,Project Management,Design,Java,Communication",4,9,1,Software Engineer
Business,3.69,"Data Analysis,Java,Statistics,Design,Leadership",1,6,1,Software Engineer
Mathematics,3.38,"Leadership,Project Management",4,6,3,ML Engineer
Engineering,3.44,"Communication,Leadership,Project Management,Statistics,Python",4,1,2,Product Manager
Business,3.63,"Data Analysis,Design,Project Management,Java,Statistics",2,5,0,Software Engineer
Biology,2.75,"Project Management,Data Analysis,Python,Statistics,Communication",1,3,0,Data Scientist
Business,2.61,"Statistics,Java,Design",0,9,2,Software Engineer
Engineering,3.4,"Communication,Statistics,Design,Project Management",0,1,1,UX Researcher
Mathematics,2.59,"Project Management,Statistics,Python",1,0,3,Software Engineer
Computer Science,2.82,"Design,Python,Communication,Data Analysis",0,1,3,Data Scientist
Psychology,3.29,"Java,Python,Statistics",2,5,0,Software Engineer
Mathematics,3.13,"Project Management,Design,Python,Statistics",3,4,2,UX Researcher
Computer Science,2.46,"Leadership,Java,Data Analysis",4,3,0,Product Manager
Biology,2.38,"Java,Leadership,Python,Data Analysis,Statistics",3,5,1,Data Scientist
Biology,3.89,"Data Analysis,Communication",3,2,2,Consultant
Mathematics,3.47,"Data Analysis,Communication,Project Management,Leadership,Design",3,1,0,Consultant
Psychology,3.3,"Design,Leadership,Python,Project Management",3,5,3,Software Engineer
Mathematics,3.33,"Project Management,Leadership,Statistics,Communication",4,2,0,Product Manager
Mathematics,3.54,"Python,Data Analysis,Communication",4,0,2,UX Researcher
Business,3.26,"Design,Data Analysis,Statistics,Leadership,Python",0,5,3,Data Scientist
Psychology,3.89,"Data Analysis,Project Management,Communication,Leadership",3,7,2,Product Manager
Psychology,3.94,"Java,Python,Data Analysis,Leadership,Statistics",1,5,0,Data Scientist
Psychology,2.63,"Python,Data Analysis",4,0,1,ML Engineer
Business,3.04,"Statistics,Design",4,3,2,UX Researcher
Psychology,2.42,"Communication,Java",4,4,3,Software Engineer
Computer Science,3.65,"Leadership,Java,Design",3,7,3,Consultant
Psychology,3.43,"Java,Statistics",4,6,2,Software Engineer
Mathematics,2.62,"Statistics,Java,Design",1,7,0,Software Engineer
Biology,2.96,"Communication,Design,Leadership,Statistics,Data Analysis",2,5,1,Product Manager
Computer Science,2.05,"Communication,Leadership,Data Analysis,Project Management",3,6,3,Product Manager
Business,3.95,"Project Management,Data Analysis,Design,Statistics,Leadership",2,8,0,UX Researcher
Mathematics,2.15,"Statistics,Data Analysis,Communication,Project Management,Python",4,8,1,ML Engineer
Engineering,3.21,"Project Management,Design",3,4,0,UX Researcher
Business,2.29,"Java,Leadership,Project Management",3,2,2,Software Engineer
Psychology,2.82,"Python,Communication",4,4,2,Software Engineer
Computer Science,2.32,"Data Analysis,Project Management,Java,Communication",0,3,0,Software Engineer
Psychology,3.6,"Communication,Leadership,Java,Data Analysis,Python",2,9,2,Data Scientist
Psychology,2.35,"Java,Communication,Project Management,Python",3,6,0,Software Engineer
Business,3.23,"Leadership,Python,Communication,Statistics,Project Management",2,0,0,Software Engineer
Engineering,2.9,"Java,Project Management,Python,Leadership,Design",4,6,3,Software Engineer
Computer Science,3.62,"Data Analysis,Communication,Leadership,Statistics",3,6,2,Product Manager
Computer Science,3.24,"Statistics,Data Analysis",1,0,0,Data Scientist
Business,2.25,"Data Analysis,Project Management,Python,Java,Statistics",3,8,3,ML Engineer
Engineering,2.51,"Leadership,Design,Java,Python",2,7,2,Software Engineer
Mathematics,2.95,"Java,Project Management,Design",3,2,2,Software Engineer
Engineering,2.24,"Project Management,Communication",0,6,0,Data Scientist
Biology,2.53,"Design,Project Management",2,3,2,UX Researcher
Psychology,3.7,"Communication,Data Analysis,Java,Project Management,Design",4,8,0,Software Engineer
Engineering,2.12,"Python,Data Analysis,Project Management,Leadership",4,1,1,Data Scientist
Biology,2.78,"Communication,Leadership,Design,Java,Project Management",2,5,1,Software Engineer
Business,3.77,"Statistics,Java,Project Management,Communication,Python",1,6,0,Software Engineer
Business,3.5,"Leadership,Java,Data Analysis",4,9,2,Software Engineer
Engineering,2.18,"Python,Statistics,Java,Project Management",2,4,0,Software Engineer
Mathematics,3.1,"Leadership,Communication,Project Management",1,4,1,Product Manager
Mathematics,3.55,"Statistics,Leadership,Design",0,8,3,UX Researcher
Engineering,2.55,"Statistics,Design,Communication",0,3,3,UX Researcher
Engineering,2.21,"Data Analysis,Statistics,Python,Communication,Project Management",1,1,1,ML Engineer
Biology,2.33,"Statistics,Leadership",4,4,3,Data Scientist
Mathematics,3.81,"Data Analysis,Python",4,5,0,ML Engineer
Computer Science,2.57,"Design,Project Management,Python,Java",3,6,3,Software Engineer
Business,2.39,"Project Management,Java,Data Analysis,Communication,Python",4,9,1,ML Engineer
Business,2.69,"Leadership,Data Analysis,Project Management,Statistics",1,8,1,Data Scientist
Computer Science,2.54,"Communication,Statistics,Leadership,Java,Project Management",0,0,2,Software Engineer
Biology,3.85,"Leadership,Python,Data Analysis,Java",4,1,2,Data Scientist
Business,2.86,"Communication,Java,Design",4,8,1,Software Engineer
Biology,3.96,"Java,Statistics,Design",0,2,1,Software Engineer
Mathematics,2.69,"Project Management,Leadership,Java,Communication",4,8,2,Software Engineer
Mathematics,3.09,"Design,Communication,Java,Data Analysis",4,5,3,Software Engineer
Biology,3.72,"Python,Project Management,Java,Data Analysis",2,6,2,ML Engineer
Psychology,3.65,"Communication,Data Analysis,Project Management,Java",2,1,3,Software Engineer
Biology,2.75,"Communication,Project Management",2,2,0,Product Manager
Business,3.85,"Data Analysis,Design",3,8,3,UX Researcher
Business,3.46,"Statistics,Java,Data Analysis",4,1,2,Software Engineer
Engineering,3.72,"Data Analysis,Project Management,Design",0,5,0,UX Researcher
Business,2.11,"Statistics,Python",1,0,3,Software Engineer
Mathematics,3.85,"Java,Statistics",1,7,1,Software Engineer
Psychology,3.38,"Communication,Python,Statistics,Java",3,8,0,Software Engineer
Engineering,3.88,"Data Analysis,Communication,Design,Java,Python",1,5,3,Data Scientist
Biology,2.1,"Statistics,Data Analysis,Python,Project Management",3,4,0,Data Scientist
Engineering,2.93,"Leadership,Design",3,7,0,Consultant
Business,3.56,"Statistics,Data Analysis,Design,Java",1,3,3,ML Engineer
Engineering,3.42,"Design,Statistics",2,8,3,UX Researcher
Computer Science,2.95,"Statistics,Communication,Python,Data Analysis",4,3,2,Data Scientist
Computer Science,2.14,"Leadership,Project Management,Design",3,1,0,UX Researcher
Biology,2.37,"Data Analysis,Leadership,Project Management,Design,Statistics",0,5,3,UX Researcher
Business,3.39,"Project Management,Data Analysis,Statistics",1,1,3,Data Scientist
Mathematics,3.74,"Communication,Project Management",2,6,3,Data Scientist
Engineering,3.04,"Statistics,Data Analysis,Leadership,Communication",0,8,0,Data Scientist
Business,3.62,"Python,Java,Project Management,Communication,Statistics",0,8,1,Software Engineer
Business,3.76,"Statistics,Communication,Leadership,Data Analysis,Python",4,9,0,Product Manager
Engineering,2.16,"Leadership,Design,Data Analysis",1,2,0,UX Researcher
Psychology,3.5,"Project Management,Statistics,Communication,Java,Data Analysis",0,8,0,Software Engineer
Business,2.44,"Design,Java,Leadership,Data Analysis",4,3,2,Software Engineer
Biology,3.24,"Leadership,Data Analysis,Design",0,3,0,UX Researcher
Computer Science,2.36,"Java,Leadership",1,3,3,Software Engineer
Biology,3.72,"Design,Leadership,Communication",3,7,3,Product Manager
Mathematics,3.45,"Data Analysis,Communication,Java",2,4,2,UX Researcher
Engineering,3.44,"Java,Data Analysis",3,3,0,Software Engineer
Biology,3.68,"Java,Leadership",3,5,3,Software Engineer
Business,2.05,"Communication,Python,Java,Data Analysis",3,8,3,ML Engineer
Psychology,2.95,"Communication,Project Management",0,8,0,Consultant
Computer Science,2.62,"Design,Project Management,Communication,Leadership",3,7,1,UX Researcher
Psychology,2.81,"Project Management,Java,Leadership",4,4,0,Software Engineer
Psychology,2.51,"Project Management,Python",2,3,0,Consultant
Psychology,3.74,"Leadership,Java,Communication",0,2,2,Software Engineer
Biology,3.33,"Java,Communication,Design",4,1,0,Software Engineer
Mathematics,2.01,"Leadership,Design,Project Management,Communication,Java",1,4,3,Software Engineer
Psychology,2.19,"Design,Data Analysis,Leadership,Python,Java",4,9,0,Data Scientist
Computer Science,2.52,"Design,Leadership,Statistics,Java,Data Analysis",2,6,2,Software Engineer
Business,2.81,"Project Management,Communication,Java,Statistics,Leadership",2,7,0,ML Engineer
Psychology,3.34,"Python,Java,Data Analysis",0,2,2,ML Engineer
Mathematics,2.04,"Project Management,Statistics,Data Analysis,Leadership,Python",1,4,3,Data Scientist
Engineering,3.19,"Java,Statistics",4,3,0,Software Engineer
Psychology,3.48,"Java,Python,Leadership,Design",3,8,2,Software Engineer
Mathematics,2.36,"Statistics,Project Management,Design,Data Analysis",1,1,3,UX Researcher
Computer Science,3.69,"Python,Communication,Project Management,Design,Data Analysis",1,8,3,Data Scientist
Mathematics,3.15,"Communication,Java,Project Management,Design",1,0,0,Software Engineer
Mathematics,3.69,"Statistics,Java,Communication,Data Analysis",1,6,2,UX Researcher
Engineering,2.34,"Java,Design,Communication,Python,Statistics",4,4,2,Software Engineer
Business,3.54,"Statistics,Data Analysis,Java,Project Management",0,7,0,Consultant
Computer Science,3.82,"Statistics,Data Analysis,Communication",4,0,1,Data Scientist
Psychology,3.92,"Python,Design,Communication",0,8,1,Software Engineer
Computer Science,3.4,"Python,Statistics",0,4,2,UX Researcher
Engineering,2.38,"Java,Leadership,Data Analysis,Python",3,0,2,Data Scientist
Computer Science,3.89,"Python,Leadership,Java",1,5,1,Software Engineer
Biology,2.91,"Design,Statistics,Data Analysis,Communication",4,2,3,UX Researcher
Psychology,3.92,"Project Management,Java",0,4,1,Software Engineer
Business,2.98,"Data Analysis,Leadership,Communication,Java",2,8,2,Software Engineer
Computer Science,2.45,"Design,Statistics,Python,Data Analysis,Leadership",0,5,1,Data Scientist
Computer Science,2.78,"Communication,Python,Project Management,Statistics,Data Analysis",0,9,3,Data Scientist
Computer Science,2.15,"Statistics,Java,Leadership,Design,Project Management",1,8,1,Software Engineer
Mathematics,3.17,"Data Analysis,Statistics,Design",4,6,2,Product Manager
Biology,3.84,"Communication,Leadership,Statistics,Data Analysis,Python",3,2,0,Data Scientist
Computer Science,3.91,"Project Management,Statistics,Leadership,Design",2,0,2,UX Researcher
Computer Science,2.95,"Data Analysis,Communication,Leadership,Design,Python",3,9,0,Data Scientist
Psychology,2.47,"Communication,Project Management,Design",0,4,0,UX Researcher
Mathematics,3.86,"Project Management,Design,Leadership,Python,Statistics",3,0,1,Software Engineer
Biology,2.93,"Project Management,Java",3,2,3,Software Engineer
Business,2.17,"Python,Communication",1,9,2,Software Engineer
Engineering,3.43,"Project Management,Communication,Leadership,Python,Design",0,1,1,Software Engineer
Business,2.91,"Data Analysis,Java,Communication,Python,Design",4,7,2,Data Scientist
